battery_id,raw_cycle_index,discharge_cycle,ambient_temperature,capacity,capacity_reference,soh,voltage_mean,voltage_min,voltage_max,voltage_std,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_time,num_measurements,capacity_local_median,is_local_outlier,is_below_floor,is_anomalous,is_valid,protocol_block,segment_id,cc_duration_s,cv_duration_s,charge_duration_s,cv_time_fraction,charge_throughput_ah,charge_cc_ah,cc_time_3v8_4v1_s,charge_temp_max,charge_temp_rise,ica_peak_height,ica_peak_voltage,charge_ambient_temperature,cicli_interposti,temperature_mean_rise,temperature_max_rise,voltage_mean_rel,voltage_min_rel,voltage_max_rel,voltage_std_rel,temperature_mean_rise_rel,temperature_max_rise_rel,temperature_std_rel,discharge_time_rel,num_measurements_rel,cc_time_3v8_4v1_s_rel,charge_cc_ah_rel,cv_time_fraction_rel,ica_peak_height_rel,ica_peak_voltage_rel,charge_temp_rise_rel,charge_throughput_ah_rel,cv_duration_s_rel,charge_duration_s_rel,cc_duration_s_rel
B0005,1,0,24.0,1.8564874208181574,1.8353491942234077,1.0115172778353463,3.5298286688693397,2.612467347907089,4.191491807505295,0.2359570706808563,-1.8187019641679727,-2.0180146876333027,0.000728585272845447,0.593546181674474,32.572328114029,24.325993424022467,38.98218133148803,3.4869204762216834,3690.234,197,1.8355054271454785,False,False,False,True,B0005_p1,0,1403.125,5694.641,7597.875,0.7495044338055048,0.7836578105698254,0.5036708227771844,96.65889043601715,27.445134031590747,2.7897761976756357,2.7880543455939444,4.175,24.0,0.0,8.572328114028998,14.982181331488029,0.9964671453596559,1.0075278730602,1.0007235804663626,1.0050780216557909,1.0,1.0110254999167978,1.026808887894857,1.0105686730979304,1.0102564102564102,0.04089357767076507,0.3180313330759316,1.319393349762451,0.5361093673492521,1.0450563204005006,2.7897761976756357,0.4188351379057811,0.9640980763718776,0.7246736554283175,0.35415814794061373
B0005,3,1,24.0,1.846327249719927,1.8353491942234077,1.0059814533011329,3.5373201277859714,2.587208728940726,4.189773213846608,0.23476492928592219,-1.8175598506612867,-2.016820542901454,0.002927403359080335,0.5951796218062511,32.72523522519307,24.685948163596,39.033397966787035,3.4267342264664666,3672.344,196,1.8353491942234077,False,False,False,True,B0005_p1,0,3988.281,6090.374999999999,10516.0,0.5791531951312285,1.8856013558752658,1.5940297245139536,2348.4700990860215,29.34194895777482,9.84485793189549e-05,5.304541572398271,3.995,24.0,0.0,8.725235225193067,15.033397966787035,0.9985819768094288,0.997786598144743,1.0003132642165709,1.0,1.0178372910054423,1.0144816938555539,1.0090855768531664,1.0056695058468235,1.005128205128205,0.9935696961886292,1.0065133323676754,1.019514814969205,1.0199996391571131,1.0,9.84485793189549e-05,1.0077818319057972,1.0310955197848948,1.0029999388624038,1.0066688373642683
B0005,5,2,24.0,1.8353491942234077,1.8353491942234077,1.0,3.5437367282719,2.6519168938437794,4.188186735991303,0.22752543549673088,-1.8164865418840956,-2.016573862170142,0.0014836763652280672,0.5964980204475099,32.64286193755933,24.734266163954402,38.818796689817404,3.379475042762775,3651.641,195,1.8353058609027602,False,False,False,True,B0005_p1,0,3973.14,5920.25,10484.547,0.5646643579355407,1.8787377654597517,1.589392911667713,2363.6692102173015,29.553300732538816,0.0,5.281392641650074,3.9850000000000003,24.0,0.0,8.642861937559331,14.818796689817404,1.0003933767862936,1.0227420410545391,0.9999344907696449,0.969162796967965,1.0082280825689467,1.0,0.9951689561006943,1.0,1.0,1.0,1.003585523759302,0.994009328170788,1.0155483777827283,0.9974968710888611,0.0,1.0041135052465882,1.002293496050165,1.0,1.0028471475519074
B0005,7,3,24.0,1.8352625275821128,1.8353491942234077,0.9999527792086826,3.5436661072601456,2.592947964776547,4.188461118855572,0.23274431724182537,-1.8255891938692528,-2.0159359571668354,0.001547011952723541,0.5834624841611844,32.51487646204882,24.652243741292516,38.7623045063458,3.3865437316993527,3631.563,194,1.8352625275821128,False,False,False,True,B0005_p1,0,3961.86,5906.703000000001,10397.89,0.5680674636873444,1.8710412275536272,1.5837109127402689,2366.2855274000995,29.456340289732644,0.0,5.200532793111312,3.975,24.0,0.0,8.514876462048818,14.7623045063458,1.0003734405444569,1.0,1.0,0.9913930413275831,0.9932980106202237,0.9961878022450755,0.9972505041816838,0.9945016500800599,0.9948717948717949,1.0011068880414775,0.9999977564880768,1.0,1.0,0.9949937421777222,0.0,1.0,1.0,0.9917347883508938,1.0
B0005,9,4,24.0,1.8346455082120419,1.8353491942234077,0.9996165928458842,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,-1.8261139590277586,-2.017425579158831,0.001701454824503414,0.5834685498827803,32.38234901543077,24.518700434435164,38.66539257343368,3.3958806914600226,3629.172,194,1.8352043352523866,False,False,False,True,B0005_p1,0,3960.921,5748.719000000001,10495.203,0.5477472898809105,1.8685532230437336,1.583714465822556,2369.6496313731823,29.4813335075363,0.0,5.139056687476138,3.995,24.0,0.0,8.38234901543077,14.665392573433678,1.0,0.9824414858028468,0.9999611804694127,1.0081939085906453,0.9778380976473218,0.9896480045178611,1.0,0.9938468759661752,0.9948717948717949,1.0025301430208717,1.0,0.9642292947486641,0.9881788831873909,1.0,0.0,0.998670256714147,0.9732534376622626,1.0010163529239746,0.9997629901107055
B0005,11,5,24.0,1.8356616600675495,1.8353491942234077,1.0001702487162254,3.5413347346347575,2.5209480504077413,4.188815807948604,0.23931625998293235,-1.8168108743168803,-2.0162347618032066,0.0024899497555445145,0.5967015706365189,32.43418218230641,24.51442664842638,38.75169504640032,3.4173255675455376,3652.281,195,1.8351461429226603,False,False,False,True,B0005_p1,0,3976.328,5865.546,10792.672,0.5434748688739915,1.869298009591491,1.586718832653152,2372.512539831387,29.39582042914756,0.0,5.18575429092255,3.995,24.0,0.0,8.434182182306408,14.751695046400322,0.9997152963559645,0.9722324106203146,1.0000846824365721,1.0193867572590753,0.9838846658824797,0.995471856128292,1.0063149674661553,1.0001752636691283,1.0,1.0037413566906312,1.0018970381943413,0.956708320075715,0.9971582715124233,1.0,0.0,0.9990683166482571,0.9930321534703876,1.029388489555152,1.0036518201046982
B0005,13,6,24.0,1.8351461429226603,1.8353491942234077,0.9998893663933891,3.5410250495075215,2.487927319492314,4.18839163793879,0.2425153341196382,-1.816791144707133,-2.01583310669507,0.002314295882739856,0.5964919190059063,32.480416444757985,24.575581239008407,38.8207012322275,3.419542558294876,3650.828,195,1.8346455082120419,False,False,False,True,B0005_p1,0,3964.703,5707.5,10789.985,0.5289627372049173,1.8680425731260961,1.5848576304282704,2375.942589504483,29.438424119486054,0.0,5.141922577370882,3.995,24.0,0.0,8.480416444757985,14.8207012322275,0.999627872550549,0.9594975885706662,0.9999834113497034,1.0330134695045388,0.9892780971460255,1.0001285220689615,1.0069678145331662,0.9997773603703102,1.0,1.005192511386165,1.0007218249440695,0.931161826751004,0.9887299593960708,1.0,0.0,0.998397333857014,0.9662750945832216,1.0291322076194613,1.0007175922420277
B0005,15,7,24.0,1.8257567905665537,1.8353491942234077,0.9947735266471115,3.554133296801584,2.6652049047458775,4.188927891511958,0.22731251096165395,-1.8443412120754061,-2.0166395518034546,0.002227616056915605,0.5573831672048897,32.41046186109587,24.71132429046902,38.51713023385634,3.3516161723228617,3572.453,191,1.8257567905665537,False,False,False,True,B0005_p1,0,3976.484,5780.4529999999995,10127.562,0.5707645137102098,1.8688907259231158,1.5875195591187135,2381.5269219110555,29.510810563981206,0.010894320376223732,5.0868059872666045,3.995,24.0,0.0,8.410461861095868,14.517130233856342,1.003328317809261,1.0278667142383464,1.000111442518658,0.9682558278745635,0.9811175854703661,0.9796429857109552,0.9869652313614912,0.9783144071391464,0.9794871794871794,1.0075550807264237,1.0024026384668914,1.004747763593709,0.9781317010450639,1.0,0.010894320376223732,0.9988506390993195,0.9786259779779004,0.9659513186406622,1.003691195549565
B0005,17,8,24.0,1.8247738529891333,1.8353491942234077,0.9942379677570027,3.5529355991467955,2.6038584726333673,4.189029250882121,0.2324538495076242,-1.853972745505648,-2.018357230695621,0.005401028321021492,0.5424840616663397,32.3461408313,24.628487294051176,38.526267904657,3.3724043396197616,3550.594,190,1.8247738529891333,False,False,False,True,B0005_p1,0,3957.438,5610.561999999996,10147.952999999994,0.5528762303096989,1.8572532693547563,1.5794820429522778,2376.4783824999304,29.668813794471543,0.0,5.154857964329961,3.9450000000000003,24.0,0.0,8.346140831299998,14.526267904656997,1.0029902089447722,1.0042077619778846,1.0001356421870533,0.9901557707732261,0.9736142527770449,0.9802596127551021,0.9930868148874313,0.9723283312899598,0.9743589743589743,1.0054191898880178,0.9973275341220806,0.9732580470653279,0.9912172789599841,0.9874843554443055,0.0,0.992630863502191,0.9498635702523041,0.9678961809222653,0.9988838575820448
B0005,19,9,24.0,1.824613268496936,1.8353491942234077,0.994150472422217,3.5512057319376997,2.552853984885676,4.189223427076418,0.23672870147542147,-1.8535899338510957,-2.0160718378149842,0.0030191479674457028,0.5423346882876612,32.27679750791685,24.561560340089137,38.52698128472781,3.384318782535614,3551.25,190,1.8246195526864504,False,False,False,True,B0005_p1,0,3953.922,5670.0779999999995,10162.094,0.5579635457022932,1.8580506271123867,1.5786942864310896,2373.582783918472,29.779288735822295,0.0,5.198996701241554,3.9450000000000003,24.0,0.0,8.276797507916847,14.52698128472781,1.002501869140945,0.9845372986903242,1.0001820019809697,1.0083648447639622,0.9655250473172506,0.9803077529709202,0.9965953135652014,0.9725079765508164,0.9743589743589743,1.0041941459736912,0.9968301234219901,0.9822135245707151,0.9997046279812345,0.9874843554443055,0.0,0.9930570207380061,0.9599395805070948,0.9692449277970712,0.9979963956323544
