battery_id,raw_cycle_index,discharge_cycle,ambient_temperature,capacity,voltage_mean,voltage_min,voltage_max,voltage_std,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_time,num_measurements,capacity_reference,soh,capacity_local_median,is_anomalous,is_valid,protocol_block,segment_id,temperature_mean_rise,temperature_max_rise,voltage_mean_rel,voltage_min_rel,voltage_max_rel,voltage_std_rel,temperature_mean_rise_rel,temperature_max_rise_rel,temperature_std_rel,discharge_time_rel,num_measurements_rel
B0025,3,0,24.0,1.847011162956716,3.400080836543819,1.9182683747066012,4.196965327364252,0.2770427667121989,-1.0680263652396946,-4.027931217882849,0.00362245138600783,1.7763814850769495,33.13281956573637,26.503791065076168,41.81748104839704,4.252813417845759,6515.422000000006,641,1.847111177186175,0.9999458537035051,1.8470611700714454,False,True,B0025_p1,0,9.13281956573637,17.817481048397042,0.9977371013517276,1.0128341310333542,0.9986695945140599,1.0,1.0004878259846681,1.0083021171916766,1.0193119517705056,1.003994452577241,1.0158478605388273
B0025,5,1,24.0,1.8485654344528386,3.4067357604110753,1.8939610306669548,4.202556431495687,0.27482526968832,-1.0683949803553137,-4.0283470601196845,0.0038947878766607863,1.7765241714085083,32.848310333012144,26.21789049788759,41.504410609595574,4.227032855667029,6516.219,637,1.847111177186175,1.000787314420824,1.847011162956716,False,True,B0025_p1,0,8.848310333012144,17.504410609595574,0.9996899562302551,1.0,1.0,0.9919958313649729,0.9693202307341563,0.9905852701572274,1.013132880983654,1.00411726635334,1.0095087163232963
B0025,7,2,24.0,1.847111177186175,3.407792325190085,1.82462740970999,4.202713117217314,0.2776126923183023,-1.071886802134967,-4.028306841028089,0.0037637098566710753,1.7781365588101776,33.07297579198606,26.419675926917517,41.670776193570134,4.172239333070495,6489.5,631,1.847111177186175,1.0,1.8450353624649296,False,True,B0025_p1,0,9.07297579198606,17.670776193570134,1.0,0.963392266348506,1.0000372834307358,1.0020571755504286,0.9939320228542974,1.0,1.0,1.0,1.0
B0025,9,3,24.0,1.8489837601535537,3.425685226676254,1.9612044915457982,4.203084581094102,0.2643698606546062,-1.069881568315977,-4.028897912512196,0.005409341565185887,1.7773710921137398,33.12836651135456,26.557301540486087,41.58349706133725,4.123497492788356,6471.25,625,1.847111177186175,1.001013790068788,1.8430595619731431,False,True,B0025_p1,0,9.128366511354557,17.583497061337248,1.0052505844777884,1.0355041417378918,1.0001256734102266,0.9542564990669555,1.0,0.995060820686267,0.9883175828635248,0.997187764850913,0.9904912836767037
B0025,11,4,24.0,1.8370120718560439,3.4102415310941074,1.7869386268841287,4.200058863569411,0.27761430696201045,-1.0696478002906964,-4.029600870864891,0.0032108902176176297,1.7767162002546446,33.20066590827124,26.61720163533676,41.82908827830225,4.135096500982315,6466.672,621,1.847111177186175,0.9945324864822075,1.8416233674633744,False,True,B0025_p1,0,9.20066590827124,17.82908827830225,1.0007187075004302,0.9434928163515919,0.9994057027033455,1.0020630036892653,1.0079202995220178,1.0089589774098164,0.991097626688437,0.996482317589953,0.9841521394611727
B0025,15,5,24.0,1.817549211247137,3.395651158058303,1.9399607811955055,4.178122904439056,0.2731767510788664,-1.0609975004031984,-4.02823190197934,0.0031691595779807236,1.7725897109099185,32.8030291471027,26.38695918330851,41.15307253815554,4.080767718834413,6410.672,611,1.847111177186175,0.9839955676170659,1.8401871729536057,False,True,B0025_p1,0,8.803029147102698,17.15307253815554,0.9964372338531208,1.0242875908129705,0.9941860323698415,0.9860454193436906,0.9643597390784892,0.9707028344570982,0.9780761344367164,0.987852993296864,0.9683042789223455
B0025,19,6,24.0,1.839863822522073,3.3987545550856617,1.7632585904014149,4.198227921922519,0.28379817097986154,-1.0700556397664167,-4.0284426372332245,0.011942320812140217,1.776994428725522,32.70663040910488,26.182583925840603,41.167510218490015,3.9421248621432103,6474.156,613,1.847111177186175,0.9960763841648436,1.839863822522073,False,True,B0025_p1,0,8.706630409104882,17.167510218490015,0.9973479105409045,0.9309898999244386,0.9989700293990752,1.0243839763363336,0.9537993898771387,0.9715198715909694,0.944846291749535,0.9976355651436937,0.971473851030111
B0025,22,7,24.0,1.8430595619731431,3.4107861698937034,1.7411634552856725,4.201052747751877,0.2790689138261572,-1.0673189298080559,-4.028591260100669,0.004251121425607281,1.7754012746009722,32.88774741633189,26.57839299781365,41.40744159178738,4.0431875407764135,6460.75,607,1.847111177186175,0.997806512535318,1.8370120718560439,False,True,B0025_p1,0,8.88774741633189,17.407441591787382,1.0008785290938913,0.9193238018590726,0.9996421978459253,1.0073134813733042,0.9736405089866444,0.9850977343101334,0.9690689382866472,0.9955697665459589,0.9619651347068146
B0025,24,8,24.0,1.8401871729536057,3.4362212866947472,1.990361763373611,4.2014816169511375,0.2571119653949873,-1.0619524466901569,-4.028787836120025,0.004995226754526997,1.7732254636817137,32.85054388832057,26.516178483949197,41.089112912518665,3.9719930270471355,6448.907,603,1.847111177186175,0.9962514415385016,1.830315627968932,False,True,B0025_p1,0,8.850543888320573,17.089112912518665,1.00834233978829,1.0508990053890965,0.9997442474450803,0.9280587558601869,0.9695649136471014,0.9670833202412965,0.952005076881342,0.9937448185530473,0.9556259904912837
B0025,26,9,24.0,1.8281265632888257,3.429899192703782,1.8524105657072532,4.201461223125712,0.2639601646633932,-1.0617949104462787,-4.029715142311533,0.00923119912736286,1.7728854382333332,33.21344988692114,26.776145101766126,41.56081694228564,3.961104382196395,6447.125,599,1.847111177186175,0.9897219971749238,1.8281265632888257,False,True,B0025_p1,0,9.21344988692114,17.56081694228564,1.006487152210035,0.9780616051297161,0.9997393947260846,0.9527776804857124,1.0093207668054027,0.9937773389193564,0.9493952925469599,0.993470221126435,0.9492868462757528
